,store,sido,gungu,store_address,_merge
0,가양동점,서울특별시,강서구,서울특별시 강서구 강서로74길 12 (가양동),both
1,강서구청점,서울특별시,강서구,서울특별시 강서구 화곡6동 986-4 1층,both
2,까치산점,서울특별시,강서구,서울특별시 강서구 화곡8동 342-7 1층 102,both
3,등촌제일점,서울특별시,강서구,서울특별시 강서구 등촌1동 641-12,both
4,발산동점,서울특별시,강서구,서울특별시 강서구 우장산로 9(내발산동),both
5,방화1점,서울특별시,강서구,"서울특별시 강서구 양천로11길 8 (방화동, 1층)",both
6,방화2점,서울특별시,강서구,"서울특별시 강서구 방화동로 116-1(방화동, 1층)",both
7,염창동점,서울특별시,강서구,서울특별시 강서구 공항대로65길 51. 1층(염창동),both
8,화곡1점,서울특별시,강서구,"서울특별시 강서구 월정로28길 24(화곡동, 1층)",both
9,화곡본동점,서울특별시,강서구,서울특별시 강서구 까치산로 22 (화곡동),both
10,가양동점,서울특별시,강서구,서울특별시 강서구 강서로74길 12 (가양동),both
11,강서구청점,서울특별시,강서구,서울특별시 강서구 화곡6동 986-4 1층,both
12,까치산점,서울특별시,강서구,서울특별시 강서구 화곡8동 342-7 1층 102,both
13,등촌제일점,서울특별시,강서구,서울특별시 강서구 등촌1동 641-12,both
14,발산동점,서울특별시,강서구,서울특별시 강서구 우장산로 9(내발산동),both
15,방화1점,서울특별시,강서구,"서울특별시 강서구 양천로11길 8 (방화동, 1층)",both
16,방화2점,서울특별시,강서구,"서울특별시 강서구 방화동로 116-1(방화동, 1층)",both
17,염창동점,서울특별시,강서구,서울특별시 강서구 공항대로65길 51. 1층(염창동),both
18,화곡1점,서울특별시,강서구,"서울특별시 강서구 월정로28길 24(화곡동, 1층)",both
19,화곡본동점,서울특별시,강서구,서울특별시 강서구 까치산로 22 (화곡동),both
20,강남구청점,서울특별시,강남구,서울특별시 강남구 삼성로119길 41. 1층(삼성동),both
21,개포2점,서울특별시,강남구,서울특별시 강남구 선릉로6길 12. 1층(개포동),both
22,개포3점,서울특별시,강남구,서울특별시 강남구 개포로22길 23. 지상1층(개포동),both
23,경복점,서울특별시,강남구,서울특별시 강남구 논현동 277,both
24,논현동점,서울특별시,강남구,"서울특별시 강남구 강남대로128길 27(논현동, 지상1층 102호)",both
25,대치동점,서울특별시,강남구,서울특별시 강남구 대치동 626 청실상가 108,both
26,삼성동점,서울특별시,강남구,서울특별시 강남구 삼성1동 101-9 1층,both
27,세곡점,서울특별시,강남구,서울특별시 강남구 세곡동 124-2 1층 16,both
28,수서점,서울특별시,강남구,"서울특별시 강남구 광평로51길 49, 수서주공아파트상가112",both
29,역삼동점,서울특별시,강남구,"서울특별시 강남구 논현로63길 16, 1층116호(역삼동,역삼종합시장더블루)",both
30,영동아파트점,서울특별시,강남구,"서울특별시 강남구 역삼로64길 11, 1층(대치동)",both
31,진달래점,서울특별시,강남구,서울특별시 강남구 역삼동 779-9,both
32,강남구청점,서울특별시,강남구,서울특별시 강남구 삼성로119길 41. 1층(삼성동),both
33,개포2점,서울특별시,강남구,서울특별시 강남구 선릉로6길 12. 1층(개포동),both
34,개포3점,서울특별시,강남구,서울특별시 강남구 개포로22길 23. 지상1층(개포동),both
35,경복점,서울특별시,강남구,서울특별시 강남구 논현동 277,both
36,논현동점,서울특별시,강남구,"서울특별시 강남구 강남대로128길 27(논현동, 지상1층 102호)",both
37,대치동점,서울특별시,강남구,서울특별시 강남구 대치동 626 청실상가 108,both
38,삼성동점,서울특별시,강남구,서울특별시 강남구 삼성1동 101-9 1층,both
39,세곡점,서울특별시,강남구,서울특별시 강남구 세곡동 124-2 1층 16,both
40,수서점,서울특별시,강남구,"서울특별시 강남구 광평로51길 49, 수서주공아파트상가112",both
41,역삼동점,서울특별시,강남구,"서울특별시 강남구 논현로63길 16, 1층116호(역삼동,역삼종합시장더블루)",both
42,영동아파트점,서울특별시,강남구,"서울특별시 강남구 역삼로64길 11, 1층(대치동)",both
43,진달래점,서울특별시,강남구,서울특별시 강남구 역삼동 779-9,both
44,개봉1점,서울특별시,구로구,"서울특별시 구로구 개봉로11길 13, 1층 3호(개봉동)",both
45,고척동점,서울특별시,구로구,서울특별시 구로구 고척2동 164-41,both
46,구로2동점,서울특별시,구로구,서울특별시 구로구 구로2동 726-32,both
47,궁동점(서울),서울특별시,구로구,서울특별시 구로구 궁동 189-25,both
48,대림역점,서울특별시,구로구,서울특별시 구로구 구로중앙로8길 17,both
49,신구로점,서울특별시,구로구,"서울특별시 구로구 구로중앙로28다길 21, 1층101호(구로동)",both
50,신도림점,서울특별시,구로구,서울특별시 구로구 신도림로11다길 23(신도림동),both
51,오류1점,서울특별시,구로구,서울특별시 구로구 고척로1길 5 (오류동),both
52,천왕점,서울특별시,구로구,"서울특별시 구로구 천왕로 56, 상가동1층102호(천왕동,천왕이펜하우스3단지)",both
53,개봉1점,서울특별시,구로구,"서울특별시 구로구 개봉로11길 13, 1층 3호(개봉동)",both
54,고척동점,서울특별시,구로구,서울특별시 구로구 고척2동 164-41,both
55,구로2동점,서울특별시,구로구,서울특별시 구로구 구로2동 726-32,both
56,궁동점(서울),서울특별시,구로구,서울특별시 구로구 궁동 189-25,both
57,대림역점,서울특별시,구로구,서울특별시 구로구 구로중앙로8길 17,both
58,신구로점,서울특별시,구로구,"서울특별시 구로구 구로중앙로28다길 21, 1층101호(구로동)",both
59,신도림점,서울특별시,구로구,서울특별시 구로구 신도림로11다길 23(신도림동),both
60,오류1점,서울특별시,구로구,서울특별시 구로구 고척로1길 5 (오류동),both
61,천왕점,서울특별시,구로구,"서울특별시 구로구 천왕로 56, 상가동1층102호(천왕동,천왕이펜하우스3단지)",both
62,고덕역점,서울특별시,강동구,서울특별시 강동구 고덕1동 643-2,both
63,길동2점,서울특별시,강동구,서울특별시 강동구 길동 337-14,both
64,길동3점,서울특별시,강동구,"서울특별시 강동구 천호대로185길 89(길동, 1층)",both
65,명일점,서울특별시,강동구,서울특별시 강동구 동남로67길 44(명일동),both
66,상일동점,서울특별시,강동구,서울특별시 강동구 상일동 207 1층,both
67,성내점,서울특별시,강동구,서울특별시 강동구 성내1동 560-5,both
68,암사역점,서울특별시,강동구,서울특별시 강동구 암사1동 501-25,both
69,천호점,서울특별시,강동구,"서울특별시 강동구 천호대로163길 21(천호동, 1층 2호)",both
70,고덕역점,서울특별시,강동구,서울특별시 강동구 고덕1동 643-2,both
71,길동2점,서울특별시,강동구,서울특별시 강동구 길동 337-14,both
72,길동3점,서울특별시,강동구,"서울특별시 강동구 천호대로185길 89(길동, 1층)",both
73,명일점,서울특별시,강동구,서울특별시 강동구 동남로67길 44(명일동),both
74,상일동점,서울특별시,강동구,서울특별시 강동구 상일동 207 1층,both
75,성내점,서울특별시,강동구,서울특별시 강동구 성내1동 560-5,both
76,암사역점,서울특별시,강동구,서울특별시 강동구 암사1동 501-25,both
77,천호점,서울특별시,강동구,"서울특별시 강동구 천호대로163길 21(천호동, 1층 2호)",both
78,공덕동점,서울특별시,마포구,서울특별시 마포구 공덕동 111-187,both
79,공덕역점,서울특별시,마포구,"서울특별시 마포구 마포대로11길 75 102 (공덕동, 공덕현대아파트상가)",both
80,도화동점,서울특별시,마포구,서울특별시 마포구 도화동 268,both
81,망원동점,서울특별시,마포구,서울특별시 마포구 망원2동 475-42,both
82,성산동점,서울특별시,마포구,서울특별시 마포구 중동 64-25,both
83,신공덕점,서울특별시,마포구,"서울특별시 마포구 만리재옛길 20(신공덕동, 1층)",both
84,신수동점,서울특별시,마포구,"서울특별시 마포구 토정로 240, 1-1(신수동, 상가)",both
85,연남동점,서울특별시,마포구,서울특별시 마포구 연남로 41(연남동),both
86,이대점,서울특별시,마포구,서울특별시 마포구 염리동 9-32,both
87,합정동점,서울특별시,마포구,서울특별시 마포구 포은로 52(합정동),both
88,홍익대점,서울특별시,마포구,"서울특별시 마포구 독막로22길 21(창전동, 1층)",both
89,공덕동점,서울특별시,마포구,서울특별시 마포구 공덕동 111-187,both
90,공덕역점,서울특별시,마포구,"서울특별시 마포구 마포대로11길 75 102 (공덕동, 공덕현대아파트상가)",both
91,도화동점,서울특별시,마포구,서울특별시 마포구 도화동 268,both
92,망원동점,서울특별시,마포구,서울특별시 마포구 망원2동 475-42,both
93,성산동점,서울특별시,마포구,서울특별시 마포구 중동 64-25,both
94,신공덕점,서울특별시,마포구,"서울특별시 마포구 만리재옛길 20(신공덕동, 1층)",both
95,신수동점,서울특별시,마포구,"서울특별시 마포구 토정로 240, 1-1(신수동, 상가)",both
96,연남동점,서울특별시,마포구,서울특별시 마포구 연남로 41(연남동),both
97,이대점,서울특별시,마포구,서울특별시 마포구 염리동 9-32,both
98,합정동점,서울특별시,마포구,서울특별시 마포구 포은로 52(합정동),both
99,홍익대점,서울특별시,마포구,"서울특별시 마포구 독막로22길 21(창전동, 1층)",both
100,공릉2점,서울특별시,노원구,서울특별시 노원구 동일로184길 69. 1층(공릉동),both
101,상계역점,서울특별시,노원구,"서울특별시 노원구 상계로23다길 4, 102호(상계동)",both
102,서울온천점,서울특별시,노원구,"서울특별시 노원구 노원로16길 15(하계동, 중계9단지상가 203)",both
103,월계동점,서울특별시,노원구,서울특별시 노원구 광운로2나길 11,both
104,월계삼호점,서울특별시,노원구,서울특별시 노원구 월계3동 12-1 삼호4차 상가,both
105,공릉2점,서울특별시,노원구,서울특별시 노원구 동일로184길 69. 1층(공릉동),both
106,상계역점,서울특별시,노원구,"서울특별시 노원구 상계로23다길 4, 102호(상계동)",both
107,서울온천점,서울특별시,노원구,"서울특별시 노원구 노원로16길 15(하계동, 중계9단지상가 203)",both
108,월계동점,서울특별시,노원구,서울특별시 노원구 광운로2나길 11,both
109,월계삼호점,서울특별시,노원구,서울특별시 노원구 월계3동 12-1 삼호4차 상가,both
110,광나루점,서울특별시,광진구,서울특별시 광진구 광장동 277-12 1층,both
111,광장동점,서울특별시,광진구,서울특별시 광진구 구의동 203-24,both
112,구의동점,서울특별시,광진구,서울특별시 광진구 자양로 322 (구의동),both
113,뚝섬점,서울특별시,광진구,서울특별시 광진구 능동로3가길 4(자양동),both
114,자양1점,서울특별시,광진구,"서울특별시 광진구 자양로13다길 47(자양동, 1층)",both
115,자양3점,서울특별시,광진구,서울특별시 광진구 뚝섬로 693,both
116,중곡1점,서울특별시,광진구,"서울특별시 광진구 용마산로7길 20(중곡동, 1층)",both
117,중곡2점,서울특별시,광진구,서울특별시 광진구 중곡동 199-27,both
118,화양동점,서울특별시,광진구,"서울특별시 광진구 능동로13길 70(화양동, 1층)",both
119,광나루점,서울특별시,광진구,서울특별시 광진구 광장동 277-12 1층,both
120,광장동점,서울특별시,광진구,서울특별시 광진구 구의동 203-24,both
121,구의동점,서울특별시,광진구,서울특별시 광진구 자양로 322 (구의동),both
122,뚝섬점,서울특별시,광진구,서울특별시 광진구 능동로3가길 4(자양동),both
123,자양1점,서울특별시,광진구,"서울특별시 광진구 자양로13다길 47(자양동, 1층)",both
124,자양3점,서울특별시,광진구,서울특별시 광진구 뚝섬로 693,both
125,중곡1점,서울특별시,광진구,"서울특별시 광진구 용마산로7길 20(중곡동, 1층)",both
126,중곡2점,서울특별시,광진구,서울특별시 광진구 중곡동 199-27,both
127,화양동점,서울특별시,광진구,"서울특별시 광진구 능동로13길 70(화양동, 1층)",both
128,교대역점,서울특별시,서초구,서울특별시 서초구 서초동 1640-1 1층,both
129,반포1점,서울특별시,서초구,서울특별시 서초구 반포1동 717-10 101,both
130,방배본점,서울특별시,서초구,서울특별시 서초구 동광로11길 25. 1층(방배동),both
131,서초동점,서울특별시,서초구,서울특별시 서초구 서초동 1360-34 지층,both
132,양재점,서울특별시,서초구,서울특별시 서초구 양재동 8-71 광성빌딜 1층,both
133,우면동점,서울특별시,서초구,"서울특별시 서초구 바우뫼로7길 11, 1층 106호(우면동,우면아파트상가)",both
134,교대역점,서울특별시,서초구,서울특별시 서초구 서초동 1640-1 1층,both
135,반포1점,서울특별시,서초구,서울특별시 서초구 반포1동 717-10 101,both
136,방배본점,서울특별시,서초구,서울특별시 서초구 동광로11길 25. 1층(방배동),both
137,서초동점,서울특별시,서초구,서울특별시 서초구 서초동 1360-34 지층,both
138,양재점,서울특별시,서초구,서울특별시 서초구 양재동 8-71 광성빌딜 1층,both
139,우면동점,서울특별시,서초구,"서울특별시 서초구 바우뫼로7길 11, 1층 106호(우면동,우면아파트상가)",both
140,금호로타리점,서울특별시,성동구,서울특별시 성동구 무수막길 89-2,both
141,금호역점,서울특별시,성동구,서울특별시 성동구 금호동3가 1394-3,both
142,마장동점,서울특별시,성동구,"서울특별시 성동구 청계천로10나길 80, 1층(마장동)",both
143,옥수동점,서울특별시,성동구,"서울특별시 성동구 독서당로39길 48, 1층 (옥수동)",both
144,왕십리점,서울특별시,성동구,서울특별시 성동구 하왕십리2동 955-11,both
145,금호로타리점,서울특별시,성동구,서울특별시 성동구 무수막길 89-2,both
146,금호역점,서울특별시,성동구,서울특별시 성동구 금호동3가 1394-3,both
147,마장동점,서울특별시,성동구,"서울특별시 성동구 청계천로10나길 80, 1층(마장동)",both
148,옥수동점,서울특별시,성동구,"서울특별시 성동구 독서당로39길 48, 1층 (옥수동)",both
149,왕십리점,서울특별시,성동구,서울특별시 성동구 하왕십리2동 955-11,both
150,길음점,서울특별시,성북구,서울특별시 성북구 길음로 74 길음뉴타운5단지 2-105,both
151,동방점,서울특별시,성북구,서울특별시 성북구 정릉동 227-72,both
152,동소문동점,서울특별시,성북구,서울특별시 성북구 동선동5가 18,both
153,석관동점,서울특별시,성북구,"서울특별시 성북구 돌곶이로22길 50(석관동, 1층)",both
154,월곡2점,서울특별시,성북구,서울특별시 성북구 하월곡2동 37-18,both
155,장위동점,서울특별시,성북구,서울특별시 성북구 장월로 90,both
156,정릉4동점,서울특별시,성북구,서울특별시 성북구 정릉동 372-47,both
157,정릉점,서울특별시,성북구,서울특별시 성북구 돈암동 43-6,both
158,종암동점,서울특별시,성북구,서울특별시 성북구 종암1동 70-1,both
159,길음점,서울특별시,성북구,서울특별시 성북구 길음로 74 길음뉴타운5단지 2-105,both
160,동방점,서울특별시,성북구,서울특별시 성북구 정릉동 227-72,both
161,동소문동점,서울특별시,성북구,서울특별시 성북구 동선동5가 18,both
162,석관동점,서울특별시,성북구,"서울특별시 성북구 돌곶이로22길 50(석관동, 1층)",both
163,월곡2점,서울특별시,성북구,서울특별시 성북구 하월곡2동 37-18,both
164,장위동점,서울특별시,성북구,서울특별시 성북구 장월로 90,both
165,정릉4동점,서울특별시,성북구,서울특별시 성북구 정릉동 372-47,both
166,정릉점,서울특별시,성북구,서울특별시 성북구 돈암동 43-6,both
167,종암동점,서울특별시,성북구,서울특별시 성북구 종암1동 70-1,both
168,낙성대1점,서울특별시,관악구,서울특별시 관악구 봉천11동 1642-7,both
169,낙성대2점,서울특별시,관악구,"서울특별시 관악구 행운길 7(봉천동, 1층)",both
170,난곡점,서울특별시,관악구,서울특별시 관악구 문성로16가길 43,both
171,보라매동점,서울특별시,관악구,서울특별시 관악구 봉천1동 717-11,both
172,봉천2점,서울특별시,관악구,서울특별시 관악구 봉천동 7-125,both
173,봉천현대점,서울특별시,관악구,"서울특별시 관악구 양녕로 35-1, 1층(봉천동)",both
174,신대방역점,서울특별시,관악구,서울특별시 관악구 신림동 542-17,both
175,신림2점,서울특별시,관악구,서울특별시 관악구 신림동 251-461,both
176,신림3점,서울특별시,관악구,서울특별시 관악구 신림동 1641-26 지상2층 일부,both
177,신림동점,서울특별시,관악구,서울특별시 관악구 신림4동 487-2,both
178,청룡동점,서울특별시,관악구,서울특별시 관악구 청룡동 914-3,both
179,낙성대1점,서울특별시,관악구,서울특별시 관악구 봉천11동 1642-7,both
180,낙성대2점,서울특별시,관악구,"서울특별시 관악구 행운길 7(봉천동, 1층)",both
181,난곡점,서울특별시,관악구,서울특별시 관악구 문성로16가길 43,both
182,보라매동점,서울특별시,관악구,서울특별시 관악구 봉천1동 717-11,both
183,봉천2점,서울특별시,관악구,서울특별시 관악구 봉천동 7-125,both
184,봉천현대점,서울특별시,관악구,"서울특별시 관악구 양녕로 35-1, 1층(봉천동)",both
185,신대방역점,서울특별시,관악구,서울특별시 관악구 신림동 542-17,both
186,신림2점,서울특별시,관악구,서울특별시 관악구 신림동 251-461,both
187,신림3점,서울특별시,관악구,서울특별시 관악구 신림동 1641-26 지상2층 일부,both
188,신림동점,서울특별시,관악구,서울특별시 관악구 신림4동 487-2,both
189,청룡동점,서울특별시,관악구,서울특별시 관악구 청룡동 914-3,both
190,노량진2동점,서울특별시,동작구,서울특별시 동작구 노량진2동 306-5,both
191,대방동점,서울특별시,동작구,서울특별시 동작구 대방동 23-128,both
192,사당4점,서울특별시,동작구,서울특별시 동작구 사당동 1033-23,both
193,상도4동점,서울특별시,동작구,서울특별시 동작구 상도4동 210-8,both
194,상도동점,서울특별시,동작구,서울특별시 동작구 상도동 22-107 102,both
195,총신대점,서울특별시,동작구,서울특별시 동작구 사당5동 213-7,both
196,흑석동점,서울특별시,동작구,서울특별시 동작구 흑석동 96-3,both
197,노량진2동점,서울특별시,동작구,서울특별시 동작구 노량진2동 306-5,both
198,대방동점,서울특별시,동작구,서울특별시 동작구 대방동 23-128,both
199,사당4점,서울특별시,동작구,서울특별시 동작구 사당동 1033-23,both
200,상도4동점,서울특별시,동작구,서울특별시 동작구 상도4동 210-8,both
201,상도동점,서울특별시,동작구,서울특별시 동작구 상도동 22-107 102,both
202,총신대점,서울특별시,동작구,서울특별시 동작구 사당5동 213-7,both
203,흑석동점,서울특별시,동작구,서울특별시 동작구 흑석동 96-3,both
204,답십리점,서울특별시,동대문구,"서울특별시 동대문구 전농로3길 52-2, 1층(답십리동)",both
205,이문동점,서울특별시,동대문구,서울특별시 동대문구 이문로 201. 1층(이문동),both
206,청량리점,서울특별시,동대문구,"서울특별시 동대문구 왕산로 247, 1층(청량리동)",both
207,답십리점,서울특별시,동대문구,"서울특별시 동대문구 전농로3길 52-2, 1층(답십리동)",both
208,이문동점,서울특별시,동대문구,서울특별시 동대문구 이문로 201. 1층(이문동),both
209,청량리점,서울특별시,동대문구,"서울특별시 동대문구 왕산로 247, 1층(청량리동)",both
210,당산동점,서울특별시,영등포구,서울특별시 영등포구 영등포동8가 29-2,both
211,대림점,서울특별시,영등포구,서울특별시 영등포구 대림로34길 14-1,both
212,신길2점,서울특별시,영등포구,서울특별시 영등포구 신길동 451-1,both
213,신풍시장점,서울특별시,영등포구,서울특별시 영등포구 신길3동 325-96,both
214,여의도점,서울특별시,영등포구,"서울특별시 영등포구 여의나루로 117, 109(여의도동)",both
215,영등포점,서울특별시,영등포구,서울특별시 영등포구 당산동3가 27,both
216,당산동점,서울특별시,영등포구,서울특별시 영등포구 영등포동8가 29-2,both
217,대림점,서울특별시,영등포구,서울특별시 영등포구 대림로34길 14-1,both
218,신길2점,서울특별시,영등포구,서울특별시 영등포구 신길동 451-1,both
219,신풍시장점,서울특별시,영등포구,서울특별시 영등포구 신길3동 325-96,both
220,여의도점,서울특별시,영등포구,"서울특별시 영등포구 여의나루로 117, 109(여의도동)",both
221,영등포점,서울특별시,영등포구,서울특별시 영등포구 당산동3가 27,both
222,대조동점,서울특별시,은평구,서울특별시 은평구 역말로9길 40-1. 1층(대조동),both
223,불광동점,서울특별시,은평구,"서울특별시 은평구 연서로34길 16(불광동, 1층)",both
224,신사동점,서울특별시,은평구,서울특별시 은평구 갈현로3길 33-8.1층,both
225,은평구청점,서울특별시,은평구,서울특별시 은평구 은평로 200(응암동),both
226,응암1점,서울특별시,은평구,서울특별시 은평구 응암동 124-17,both
227,증산동점,서울특별시,은평구,서울특별시 은평구 증산동 159-14,both
228,대조동점,서울특별시,은평구,서울특별시 은평구 역말로9길 40-1. 1층(대조동),both
229,불광동점,서울특별시,은평구,"서울특별시 은평구 연서로34길 16(불광동, 1층)",both
230,신사동점,서울특별시,은평구,서울특별시 은평구 갈현로3길 33-8.1층,both
231,은평구청점,서울특별시,은평구,서울특별시 은평구 은평로 200(응암동),both
232,응암1점,서울특별시,은평구,서울특별시 은평구 응암동 124-17,both
233,증산동점,서울특별시,은평구,서울특별시 은평구 증산동 159-14,both
234,도봉점,서울특별시,도봉구,"서울특별시 도봉구 도봉로164길 10(도봉동, 1층)",both
235,쌍문2점,서울특별시,도봉구,"서울특별시 도봉구 우이천로32길 49(쌍문동, 1층)",both
236,쌍문동점,서울특별시,도봉구,서울특별시 도봉구 쌍문동 56 삼익A 상가 107,both
237,창동역점,서울특별시,도봉구,서울특별시 도봉구 창동 135-14 1층 103,both
238,창동점,서울특별시,도봉구,서울특별시 도봉구 덕릉로59길 28 (창동),both
239,도봉점,서울특별시,도봉구,"서울특별시 도봉구 도봉로164길 10(도봉동, 1층)",both
240,쌍문2점,서울특별시,도봉구,"서울특별시 도봉구 우이천로32길 49(쌍문동, 1층)",both
241,쌍문동점,서울특별시,도봉구,서울특별시 도봉구 쌍문동 56 삼익A 상가 107,both
242,창동역점,서울특별시,도봉구,서울특별시 도봉구 창동 135-14 1층 103,both
243,창동점,서울특별시,도봉구,서울특별시 도봉구 덕릉로59길 28 (창동),both
244,독립문점,서울특별시,종로구,서울특별시 종로구 통일로 222(교북동),both
245,세검정점,서울특별시,종로구,서울특별시 종로구 평창동 285-2,both
246,신설동점,서울특별시,종로구,서울특별시 종로구 숭인2동 699,both
247,이화동점,서울특별시,종로구,서울특별시 종로구 대학로 52(연건동),both
248,종로낙원점,서울특별시,종로구,서울특별시 종로구 낙원동 49,both
249,창신동점,서울특별시,종로구,"서울특별시 종로구 지봉로5길 12, 1층(창신동)",both
250,독립문점,서울특별시,종로구,서울특별시 종로구 통일로 222(교북동),both
251,세검정점,서울특별시,종로구,서울특별시 종로구 평창동 285-2,both
252,신설동점,서울특별시,종로구,서울특별시 종로구 숭인2동 699,both
253,이화동점,서울특별시,종로구,서울특별시 종로구 대학로 52(연건동),both
254,종로낙원점,서울특별시,종로구,서울특별시 종로구 낙원동 49,both
255,창신동점,서울특별시,종로구,"서울특별시 종로구 지봉로5길 12, 1층(창신동)",both
256,독산1점,서울특별시,금천구,서울특별시 금천구 가산로3길 16,both
257,독산3점,서울특별시,금천구,서울특별시 금천구 독산로 319,both
258,독산4점,서울특별시,금천구,서울특별시 금천구 독산로74길 24. 1층(독산동),both
259,독산점,서울특별시,금천구,서울특별시 금천구 독산동 1123,both
260,서울지사,서울특별시,금천구,서울특별시 금천구 시흥동 985-14,both
261,시흥공구점,서울특별시,금천구,서울특별시 금천구 시흥동 941-1,both
262,시흥사거리점,서울특별시,금천구,서울특별시 금천구 시흥1동 995-10 1층,both
263,은행나무점,서울특별시,금천구,서울특별시 금천구 탑골로 17,both
264,독산1점,서울특별시,금천구,서울특별시 금천구 가산로3길 16,both
265,독산3점,서울특별시,금천구,서울특별시 금천구 독산로 319,both
266,독산4점,서울특별시,금천구,서울특별시 금천구 독산로74길 24. 1층(독산동),both
267,독산점,서울특별시,금천구,서울특별시 금천구 독산동 1123,both
268,서울지사,서울특별시,금천구,서울특별시 금천구 시흥동 985-14,both
269,시흥공구점,서울특별시,금천구,서울특별시 금천구 시흥동 941-1,both
270,시흥사거리점,서울특별시,금천구,서울특별시 금천구 시흥1동 995-10 1층,both
271,은행나무점,서울특별시,금천구,서울특별시 금천구 탑골로 17,both
272,마천1점,서울특별시,송파구,서울특별시 송파구 마천로61길 9(마천동),both
273,문정점,서울특별시,송파구,"서울특별시 송파구 송이로33길 6-17(문정동, 지상1층)",both
274,방이2점,서울특별시,송파구,서울특별시 송파구 방이동 159-16,both
275,선수촌점,서울특별시,송파구,서울특별시 송파구 잠실7동 85-1 아시아선수촌상가내,both
276,송파한양점,서울특별시,송파구,서울특별시 송파구 송파동 122-3,both
277,잠실새마을점,서울특별시,송파구,"서울특별시 송파구 백제고분로7길 39, 1층 106호(잠실동,고려빌딩)",both
278,장미점,서울특별시,송파구,서울특별시 송파구 신천동 7 장미 B-202,both
279,진주점,서울특별시,송파구,"서울특별시 송파구 올림픽로 399(신천동, 1층 108-1호)",both
280,풍납점,서울특별시,송파구,서울특별시 송파구 풍성로 24(풍납동),both
281,훼미리점,서울특별시,송파구,"서울특별시 송파구 중대로 24(문정동, 훼미리상가125호)",both
282,마천1점,서울특별시,송파구,서울특별시 송파구 마천로61길 9(마천동),both
283,문정점,서울특별시,송파구,"서울특별시 송파구 송이로33길 6-17(문정동, 지상1층)",both
284,방이2점,서울특별시,송파구,서울특별시 송파구 방이동 159-16,both
285,선수촌점,서울특별시,송파구,서울특별시 송파구 잠실7동 85-1 아시아선수촌상가내,both
286,송파한양점,서울특별시,송파구,서울특별시 송파구 송파동 122-3,both
287,잠실새마을점,서울특별시,송파구,"서울특별시 송파구 백제고분로7길 39, 1층 106호(잠실동,고려빌딩)",both
288,장미점,서울특별시,송파구,서울특별시 송파구 신천동 7 장미 B-202,both
289,진주점,서울특별시,송파구,"서울특별시 송파구 올림픽로 399(신천동, 1층 108-1호)",both
290,풍납점,서울특별시,송파구,서울특별시 송파구 풍성로 24(풍납동),both
291,훼미리점,서울특별시,송파구,"서울특별시 송파구 중대로 24(문정동, 훼미리상가125호)",both
292,망우동점,서울특별시,중랑구,서울특별시 중랑구 망우3동 444-26,both
293,묵동점,서울특별시,중랑구,서울특별시 중랑구 묵2동 245-64 우성상가 108,both
294,상봉동점(서울),서울특별시,중랑구,서울특별시 중랑구 봉우재로 161(상봉동),both
295,신내동점,서울특별시,중랑구,"서울특별시 중랑구 봉화산로 236(신내동, 102호)",both
296,망우동점,서울특별시,중랑구,서울특별시 중랑구 망우3동 444-26,both
297,묵동점,서울특별시,중랑구,서울특별시 중랑구 묵2동 245-64 우성상가 108,both
298,상봉동점(서울),서울특별시,중랑구,서울특별시 중랑구 봉우재로 161(상봉동),both
299,신내동점,서울특별시,중랑구,"서울특별시 중랑구 봉화산로 236(신내동, 102호)",both
300,목동1점,서울특별시,양천구,서울특별시 양천구 목4동 772-12,both
301,목동3점,서울특별시,양천구,"서울특별시 양천구 목동동로 50 A-111(신정동, 목동아파트)",both
302,목동시장점,서울특별시,양천구,서울특별시 양천구 목동중앙남로10 7,both
303,신월4점,서울특별시,양천구,서울특별시 양천구 신월4동 447-4,both
304,신월7점,서울특별시,양천구,서울특별시 양천구 신월7동 952-1 대지상가 105,both
305,신정1점,서울특별시,양천구,"서울특별시 양천구 중앙로32길 55, 1층 101호 (신정동)",both
306,신정2점,서울특별시,양천구,"서울특별시 양천구 신목로2길 11, 1층 103호 (신정동,청구아파트상가)",both
307,목동1점,서울특별시,양천구,서울특별시 양천구 목4동 772-12,both
308,목동3점,서울특별시,양천구,"서울특별시 양천구 목동동로 50 A-111(신정동, 목동아파트)",both
309,목동시장점,서울특별시,양천구,서울특별시 양천구 목동중앙남로10 7,both
310,신월4점,서울특별시,양천구,서울특별시 양천구 신월4동 447-4,both
311,신월7점,서울특별시,양천구,서울특별시 양천구 신월7동 952-1 대지상가 105,both
312,신정1점,서울특별시,양천구,"서울특별시 양천구 중앙로32길 55, 1층 101호 (신정동)",both
313,신정2점,서울특별시,양천구,"서울특별시 양천구 신목로2길 11, 1층 103호 (신정동,청구아파트상가)",both
314,미아점,서울특별시,강북구,서울특별시 강북구 도봉로29길 10 1층,both
315,번동점,서울특별시,강북구,서울특별시 강북구 번3동 307 1층 5호,both
316,삼양동점,서울특별시,강북구,서울특별시 강북구 미아동 833-12,both
317,수유점,서울특별시,강북구,서울특별시 강북구 수유동 252-28,both
318,미아점,서울특별시,강북구,서울특별시 강북구 도봉로29길 10 1층,both
319,번동점,서울특별시,강북구,서울특별시 강북구 번3동 307 1층 5호,both
320,삼양동점,서울특별시,강북구,서울특별시 강북구 미아동 833-12,both
321,수유점,서울특별시,강북구,서울특별시 강북구 수유동 252-28,both
